modelo,modelo_etiqueta,muestra,muestra_etiqueta,informacion,observaciones,trimestres,periodo_inicial,periodo_final,rmse_modelo,sesgo_observado_menos_modelo,mae_modelo,rmse_ar1,ratio_ar1,mejora_ar1_pct,rmse_ar2,ratio_ar2,mejora_ar2_pct,rmse_ma4,ratio_ma4,mejora_ma4_pct
dfm_lasso_sin_ar1,DFM · LASSO sin AR1,completa_con_covid,Todo el test,M1,79,79,2005-T2,2026-T2,1.1243020437673001,-0.05311506053934756,0.7178755576811758,1.887092257882046,0.595785414873752,40.421458512624795,2.1974938165686497,0.5116292183806366,48.83707816193634,2.0138935356358703,0.558272830153512,44.172716984648794
dfm_lasso_sin_ar1,DFM · LASSO sin AR1,completa_con_covid,Todo el test,M2,79,79,2005-T2,2026-T2,0.9792475027303585,-0.07044012764093045,0.6260613083187287,1.887092257882046,0.518918721986282,48.1081278013718,2.1974938165686497,0.44562014024660024,55.43798597533998,2.0138935356358703,0.4862459138989039,51.37540861010961
dfm_lasso_sin_ar1,DFM · LASSO sin AR1,completa_con_covid,Todo el test,M3,79,79,2005-T2,2026-T2,0.9407385720721282,-0.08269592124644916,0.6171301859547749,2.355399724126009,0.3993965705422663,60.06034294577337,2.385006295387368,0.39443861170996836,60.55613882900317,2.027352196953474,0.4640232582605958,53.59767417394041
dfm_lasso_sin_ar1,DFM · LASSO sin AR1,sin_covid,Sin COVID,M1-M3,213,71,2005-T2,2026-T2,0.8702004213925092,-0.0007267029874995,0.5734033197264223,1.1630292563389026,0.7482188574789694,25.178114252103057,1.1759237275638648,0.7400143402117451,25.998565978825493,1.2226563740052374,0.7117293459501333,28.827065404986673
dfm_lasso_sin_ar1,DFM · LASSO sin AR1,sin_covid,Sin COVID,M1,71,71,2005-T2,2026-T2,0.9371441924039267,0.022075433013234294,0.6272460166943045,1.1943040711857404,0.7846780522765046,21.532194772349545,1.195978234242657,0.7835796384683916,21.642036153160838,1.247955722705062,0.7509434632605219,24.905653673947814
dfm_lasso_sin_ar1,DFM · LASSO sin AR1,sin_covid,Sin COVID,M2,71,71,2005-T2,2026-T2,0.8507161295942772,-0.007581099122804274,0.5510665328942929,1.1943040711857404,0.7123111694240991,28.768883057590088,1.195978234242657,0.7113140567587218,28.868594324127816,1.247955722705062,0.68168775070823,31.831224929177004
dfm_lasso_sin_ar1,DFM · LASSO sin AR1,sin_covid,Sin COVID,M3,71,71,2005-T2,2026-T2,0.8184064697122244,-0.016674442852928486,0.5418974095906693,1.0978099673436175,0.7454901067190447,25.45098932809553,1.134751940107932,0.7212205952557187,27.87794047442813,1.1704182393581701,0.6992427511733065,30.075724882669352
dfm_lasso_sin_ar1,DFM · LASSO sin AR1,solo_covid,Solo COVID,M1-M3,24,8,2020-T1,2021-T4,1.8734507700357692,-0.672460412848919,1.3662245834454891,5.44988358082878,0.34375977803013325,65.62402219698667,6.184035772267004,0.3029495363590016,69.70504636409984,5.192552106657602,0.36079575737597985,63.92042426240201
dfm_lasso_sin_ar1,DFM · LASSO sin AR1,solo_covid,Solo COVID,M1,8,8,2020-T1,2021-T4,2.1652184044462457,-0.7204306908185115,1.5222127339396585,4.744161421749121,0.4563964443789843,54.36035556210157,5.91537728428208,0.3660321735013437,63.396782649865635,5.121409341713293,0.422777844920692,57.7222155079308
dfm_lasso_sin_ar1,DFM · LASSO sin AR1,solo_covid,Solo COVID,M2,8,8,2020-T1,2021-T4,1.7453923198992132,-0.6283140057393003,1.291639940210597,4.744161421749121,0.3679032319384499,63.20967680615502,5.91537728428208,0.29506018568535697,70.4939814314643,5.121409341713293,0.34080312731169377,65.91968726883061
